Info 0    [23:51:12.559] Starting TS Server
Info 2369 [00:04:58.670] getCompletionsAtPosition: isCompletionListBlocker: 0.006842002272605896
Info 2370 [00:04:58.670] Returning an empty list because completion was requested in an invalid position.
Info 2371 [00:04:58.737] getCompletionData: Get current token: 0.006237000226974487
Info 2372 [00:04:58.737] getCompletionData: Is inside comment: 0.0016539990901947021
Info 2373 [00:04:58.737] getCompletionData: Get previous token: 0.015701010823249817
Info 2374 [00:04:58.737] getCompletionsAtPosition: isCompletionListBlocker: 0.007059007883071899
Info 2375 [00:04:58.737] Returning an empty list because completion was requested in an invalid position.
Info 2376 [00:04:58.737] getCompletionData: Get current token: 0.005768999457359314
Info 2377 [00:04:58.737] getCompletionData: Is inside comment: 0.0012709945440292358
Info 2378 [00:04:58.737] getCompletionData: Get previous token: 0.013691991567611694
Info 2379 [00:04:58.738] getCompletionsAtPosition: isCompletionListBlocker: 0.0032659918069839478
Info 2380 [00:04:58.738] Returning an empty list because completion was requested in an invalid position.
Info 2381 [00:04:58.738] getCompletionData: Get current token: 0.005807995796203613
Info 2382 [00:04:58.738] getCompletionData: Is inside comment: 0.0012419968843460083
Info 2383 [00:04:58.738] getCompletionData: Get previous token: 0.01397000253200531
Info 2384 [00:04:58.738] getCompletionsAtPosition: isCompletionListBlocker: 0.0028519928455352783
Info 2385 [00:04:58.738] Returning an empty list because completion was requested in an invalid position.
Info 2386 [00:04:58.738] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 2387 [00:04:58.743] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 251 structureChanged: false structureIsReused:: Completely Elapsed: 5.297243997454643ms
Info 2388 [00:04:58.743] Different program with same set of files
Info 2389 [00:04:59.009] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 2390 [00:04:59.013] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 252 structureChanged: false structureIsReused:: Completely Elapsed: 3.495507001876831ms
Info 2391 [00:04:59.013] Different program with same set of files
Info 2392 [00:04:59.013] getCompletionData: Get current token: 0.008015990257263184
Info 2393 [00:04:59.013] getCompletionData: Is inside comment: 0.0019430071115493774
Info 2394 [00:04:59.013] getCompletionData: Get previous token: 0.025416001677513123
Info 2395 [00:04:59.013] getCompletionsAtPosition: isCompletionListBlocker: 0.007449999451637268
Info 2396 [00:04:59.013] Returning an empty list because completion was requested in an invalid position.
Info 2397 [00:04:59.075] getCompletionData: Get current token: 0.006319001317024231
Info 2398 [00:04:59.075] getCompletionData: Is inside comment: 0.0017949938774108887
Info 2399 [00:04:59.075] getCompletionData: Get previous token: 0.0156480073928833
Info 2400 [00:04:59.075] getCompletionsAtPosition: isCompletionListBlocker: 0.006174996495246887
Info 2401 [00:04:59.075] Returning an empty list because completion was requested in an invalid position.
Info 2402 [00:04:59.086] getCompletionData: Get current token: 0.007888004183769226
Info 2403 [00:04:59.087] getCompletionData: Is inside comment: 0.0030830055475234985
Info 2404 [00:04:59.087] getCompletionData: Get previous token: 0.020601004362106323
Info 2405 [00:04:59.087] getCompletionsAtPosition: isCompletionListBlocker: 0.02049499750137329
Info 2406 [00:04:59.087] Returning an empty list because completion was requested in an invalid position.
Info 2407 [00:04:59.088] getCompletionData: Get current token: 0.006668001413345337
Info 2408 [00:04:59.088] getCompletionData: Is inside comment: 0.0015709996223449707
Info 2409 [00:04:59.089] getCompletionData: Get previous token: 0.015098005533218384
Info 2410 [00:04:59.089] getCompletionsAtPosition: isCompletionListBlocker: 0.008453011512756348
Info 2411 [00:04:59.089] Returning an empty list because completion was requested in an invalid position.
Info 2412 [00:04:59.244] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 2413 [00:04:59.248] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 253 structureChanged: false structureIsReused:: Completely Elapsed: 3.8856000006198883ms
Info 2414 [00:04:59.248] Different program with same set of files
Info 2415 [00:04:59.248] getCompletionData: Get current token: 0.007468998432159424
Info 2416 [00:04:59.248] getCompletionData: Is inside comment: 0.0016970038414001465
Info 2417 [00:04:59.248] getCompletionData: Get previous token: 0.02117200195789337
Info 2418 [00:04:59.248] getCompletionsAtPosition: isCompletionListBlocker: 0.009557992219924927
Info 2419 [00:04:59.248] Returning an empty list because completion was requested in an invalid position.
Info 2420 [00:04:59.248] getCompletionData: Get current token: 0.007100999355316162
Info 2421 [00:04:59.248] getCompletionData: Is inside comment: 0.0016160011291503906
Info 2422 [00:04:59.249] getCompletionData: Get previous token: 0.016354992985725403
Info 2423 [00:04:59.249] getCompletionsAtPosition: isCompletionListBlocker: 0.02577899396419525
Info 2424 [00:04:59.249] Returning an empty list because completion was requested in an invalid position.
Info 2425 [00:04:59.249] getCompletionData: Get current token: 0.007157996296882629
Info 2426 [00:04:59.249] getCompletionData: Is inside comment: 0.0018779933452606201
Info 2427 [00:04:59.249] getCompletionData: Get previous token: 0.01632198691368103
Info 2428 [00:04:59.249] getCompletionsAtPosition: isCompletionListBlocker: 0.008409008383750916
Info 2429 [00:04:59.249] Returning an empty list because completion was requested in an invalid position.
Info 2430 [00:04:59.249] getCompletionData: Get current token: 0.006631001830101013
Info 2431 [00:04:59.249] getCompletionData: Is inside comment: 0.0015240013599395752
Info 2432 [00:04:59.249] getCompletionData: Get previous token: 0.01575799286365509
Info 2433 [00:04:59.249] getCompletionsAtPosition: isCompletionListBlocker: 0.004923999309539795
Info 2434 [00:04:59.249] Returning an empty list because completion was requested in an invalid position.
Info 2435 [00:04:59.446] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 2436 [00:04:59.449] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 254 structureChanged: false structureIsReused:: Completely Elapsed: 3.067322999238968ms
Info 2437 [00:04:59.449] Different program with same set of files
Info 2438 [00:04:59.449] getCompletionData: Get current token: 0.007667988538742065
Info 2439 [00:04:59.449] getCompletionData: Is inside comment: 0.0017299950122833252
Info 2440 [00:04:59.449] getCompletionData: Get previous token: 0.016751989722251892
Info 2441 [00:04:59.449] getCompletionsAtPosition: isCompletionListBlocker: 0.009323999285697937
Info 2442 [00:04:59.449] Returning an empty list because completion was requested in an invalid position.
Info 2443 [00:04:59.516] getCompletionData: Get current token: 0.008770003914833069
Info 2444 [00:04:59.517] getCompletionData: Is inside comment: 0.0025970041751861572
Info 2445 [00:04:59.517] getCompletionData: Get previous token: 0.021717995405197144
Info 2446 [00:04:59.517] getCompletionsAtPosition: isCompletionListBlocker: 0.010074004530906677
Info 2447 [00:04:59.517] Returning an empty list because completion was requested in an invalid position.
Info 2448 [00:04:59.522] getCompletionData: Get current token: 0.007306009531021118
Info 2449 [00:04:59.523] getCompletionData: Is inside comment: 0.002079993486404419
Info 2450 [00:04:59.523] getCompletionData: Get previous token: 0.0151900053024292
Info 2451 [00:04:59.523] getCompletionsAtPosition: isCompletionListBlocker: 0.010646000504493713
Info 2452 [00:04:59.523] Returning an empty list because completion was requested in an invalid position.
Info 2453 [00:04:59.524] getCompletionData: Get current token: 0.006367996335029602
Info 2454 [00:04:59.524] getCompletionData: Is inside comment: 0.0014590024948120117
Info 2455 [00:04:59.524] getCompletionData: Get previous token: 0.015082001686096191
Info 2456 [00:04:59.524] getCompletionsAtPosition: isCompletionListBlocker: 0.00432199239730835
Info 2457 [00:04:59.524] Returning an empty list because completion was requested in an invalid position.
Info 2458 [00:04:59.891] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 2459 [00:04:59.895] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 255 structureChanged: false structureIsReused:: Completely Elapsed: 3.8761579990386963ms
Info 2460 [00:04:59.895] Different program with same set of files
Info 2461 [00:05:00.519] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 2462 [00:05:00.523] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 256 structureChanged: false structureIsReused:: Completely Elapsed: 4.296861007809639ms
Info 2463 [00:05:00.523] Different program with same set of files
Info 2464 [00:05:00.523] getCompletionData: Get current token: 0.008268013596534729
Info 2465 [00:05:00.523] getCompletionData: Is inside comment: 0.0019029974937438965
Info 2466 [00:05:00.523] getCompletionData: Get previous token: 0.02353799343109131
Info 2467 [00:05:00.523] getCompletionsAtPosition: isCompletionListBlocker: 0.007245004177093506
Info 2468 [00:05:00.523] Returning an empty list because completion was requested in an invalid position.
Info 2469 [00:05:00.639] getCompletionData: Get current token: 0.0064419955015182495
Info 2470 [00:05:00.639] getCompletionData: Is inside comment: 0.0021049976348876953
Info 2471 [00:05:00.639] getCompletionData: Get previous token: 0.02922999858856201
Info 2472 [00:05:00.639] getCompletionsAtPosition: isCompletionListBlocker: 0.007548004388809204
Info 2473 [00:05:00.639] Returning an empty list because completion was requested in an invalid position.
Info 2474 [00:05:00.681] getCompletionData: Get current token: 0.0071170032024383545
Info 2475 [00:05:00.681] getCompletionData: Is inside comment: 0.0017729997634887695
Info 2476 [00:05:00.681] getCompletionData: Get previous token: 0.016384005546569824
Info 2477 [00:05:00.681] getCompletionsAtPosition: isCompletionListBlocker: 0.008824005722999573
Info 2478 [00:05:00.681] Returning an empty list because completion was requested in an invalid position.
Info 2479 [00:05:00.702] getCompletionData: Get current token: 0.006429001688957214
Info 2480 [00:05:00.702] getCompletionData: Is inside comment: 0.0016580075025558472
Info 2481 [00:05:00.702] getCompletionData: Get previous token: 0.015639007091522217
Info 2482 [00:05:00.702] getCompletionsAtPosition: isCompletionListBlocker: 0.008712008595466614
Info 2483 [00:05:00.702] Returning an empty list because completion was requested in an invalid position.
Info 2484 [00:05:01.477] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 2485 [00:05:01.481] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 257 structureChanged: false structureIsReused:: Completely Elapsed: 3.8405279964208603ms
Info 2486 [00:05:01.481] Different program with same set of files
Info 2487 [00:05:01.587] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 2488 [00:05:01.591] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 258 structureChanged: false structureIsReused:: Completely Elapsed: 4.047696992754936ms
Info 2489 [00:05:01.591] Different program with same set of files
Info 2490 [00:05:02.000] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 2491 [00:05:02.003] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 259 structureChanged: false structureIsReused:: Completely Elapsed: 3.1018050014972687ms
Info 2492 [00:05:02.003] Different program with same set of files
Info 2493 [00:05:02.003] getCompletionData: Get current token: 0.007070004940032959
Info 2494 [00:05:02.003] getCompletionData: Is inside comment: 0.0016350001096725464
Info 2495 [00:05:02.003] getCompletionData: Get previous token: 0.022769004106521606
Info 2496 [00:05:02.003] getCompletionsAtPosition: isCompletionListBlocker: 0.006620004773139954
Info 2497 [00:05:02.003] Returning an empty list because completion was requested in an invalid position.
Info 2498 [00:05:02.081] getCompletionData: Get current token: 0.006445989012718201
Info 2499 [00:05:02.081] getCompletionData: Is inside comment: 0.0024269968271255493
Info 2500 [00:05:02.082] getCompletionData: Get previous token: 0.05355300009250641
Info 2501 [00:05:02.082] getCompletionsAtPosition: isCompletionListBlocker: 0.00904199481010437
Info 2502 [00:05:02.082] Returning an empty list because completion was requested in an invalid position.
Info 2503 [00:05:02.083] getCompletionData: Get current token: 0.0062989890575408936
Info 2504 [00:05:02.083] getCompletionData: Is inside comment: 0.0015529990196228027
Info 2505 [00:05:02.083] getCompletionData: Get previous token: 0.043000996112823486
Info 2506 [00:05:02.083] getCompletionsAtPosition: isCompletionListBlocker: 0.016251012682914734
Info 2507 [00:05:02.083] Returning an empty list because completion was requested in an invalid position.
Info 2508 [00:05:02.084] getCompletionData: Get current token: 0.010469004511833191
Info 2509 [00:05:02.085] getCompletionData: Is inside comment: 0.002786993980407715
Info 2510 [00:05:02.085] getCompletionData: Get previous token: 0.05610901117324829
Info 2511 [00:05:02.085] getCompletionsAtPosition: isCompletionListBlocker: 0.015724003314971924
Info 2512 [00:05:02.085] Returning an empty list because completion was requested in an invalid position.
Info 2513 [00:05:02.820] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 2514 [00:05:02.824] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 260 structureChanged: false structureIsReused:: Completely Elapsed: 3.9424100071191788ms
Info 2515 [00:05:02.824] Different program with same set of files
Info 2516 [00:05:02.824] getCompletionData: Get current token: 0.007615998387336731
Info 2517 [00:05:02.824] getCompletionData: Is inside comment: 0.0015040040016174316
Info 2518 [00:05:02.824] getCompletionData: Get previous token: 0.02081000804901123
Info 2519 [00:05:02.824] getCompletionsAtPosition: isCompletionListBlocker: 0.00806000828742981
Info 2520 [00:05:02.824] Returning an empty list because completion was requested in an invalid position.
Info 2521 [00:05:02.898] getCompletionData: Get current token: 0.006342992186546326
Info 2522 [00:05:02.898] getCompletionData: Is inside comment: 0.001520991325378418
Info 2523 [00:05:02.898] getCompletionData: Get previous token: 0.01575501263141632
Info 2524 [00:05:02.898] getCompletionsAtPosition: isCompletionListBlocker: 0.006761997938156128
Info 2525 [00:05:02.898] Returning an empty list because completion was requested in an invalid position.
Info 2526 [00:05:02.939] getCompletionData: Get current token: 0.006648004055023193
Info 2527 [00:05:02.939] getCompletionData: Is inside comment: 0.0015309900045394897
Info 2528 [00:05:02.939] getCompletionData: Get previous token: 0.015499994158744812
Info 2529 [00:05:02.940] getCompletionsAtPosition: isCompletionListBlocker: 0.008495986461639404
Info 2530 [00:05:02.940] Returning an empty list because completion was requested in an invalid position.
Info 2531 [00:05:02.961] getCompletionData: Get current token: 0.006586000323295593
Info 2532 [00:05:02.961] getCompletionData: Is inside comment: 0.0017179995775222778
Info 2533 [00:05:02.961] getCompletionData: Get previous token: 0.015202999114990234
Info 2534 [00:05:02.961] getCompletionsAtPosition: isCompletionListBlocker: 0.0157649964094162
Info 2535 [00:05:02.961] Returning an empty list because completion was requested in an invalid position.
Info 2536 [00:05:03.540] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 2537 [00:05:03.543] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 261 structureChanged: false structureIsReused:: Completely Elapsed: 2.866116002202034ms
Info 2538 [00:05:03.543] Different program with same set of files
Info 2539 [00:05:03.543] getCompletionData: Get current token: 0.012166991829872131
Info 2540 [00:05:03.543] getCompletionData: Is inside comment: 0.0015240013599395752
Info 2541 [00:05:03.543] getCompletionData: Get previous token: 0.02134700119495392
Info 2542 [00:05:03.543] getCompletionsAtPosition: isCompletionListBlocker: 0.00977499783039093
Info 2543 [00:05:03.543] Returning an empty list because completion was requested in an invalid position.
Info 2544 [00:05:03.626] getCompletionData: Get current token: 0.006478995084762573
Info 2545 [00:05:03.626] getCompletionData: Is inside comment: 0.001873999834060669
Info 2546 [00:05:03.626] getCompletionData: Get previous token: 0.01618199050426483
Info 2547 [00:05:03.626] getCompletionsAtPosition: isCompletionListBlocker: 0.007908999919891357
Info 2548 [00:05:03.626] Returning an empty list because completion was requested in an invalid position.
Info 2549 [00:05:03.626] getCompletionData: Get current token: 0.006622999906539917
Info 2550 [00:05:03.626] getCompletionData: Is inside comment: 0.0014850050210952759
Info 2551 [00:05:03.626] getCompletionData: Get previous token: 0.014862000942230225
Info 2552 [00:05:03.626] getCompletionsAtPosition: isCompletionListBlocker: 0.0035619884729385376
Info 2553 [00:05:03.626] Returning an empty list because completion was requested in an invalid position.
Info 2554 [00:05:03.626] getCompletionData: Get current token: 0.006519004702568054
Info 2555 [00:05:03.626] getCompletionData: Is inside comment: 0.0035799890756607056
Info 2556 [00:05:03.626] getCompletionData: Get previous token: 0.025187000632286072
Info 2557 [00:05:03.626] getCompletionsAtPosition: isCompletionListBlocker: 0.003801003098487854
Info 2558 [00:05:03.626] Returning an empty list because completion was requested in an invalid position.
Info 2559 [00:05:03.626] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 2560 [00:05:03.630] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 262 structureChanged: false structureIsReused:: Completely Elapsed: 3.5456939935684204ms
Info 2561 [00:05:03.630] Different program with same set of files
Info 2562 [00:05:03.823] getCompletionData: Get current token: 0.008258000016212463
Info 2563 [00:05:03.823] getCompletionData: Is inside comment: 0.0016160011291503906
Info 2564 [00:05:03.823] getCompletionData: Get previous token: 0.02364400029182434
Info 2565 [00:05:03.823] getCompletionsAtPosition: isCompletionListBlocker: 0.009996995329856873
Info 2566 [00:05:03.823] Returning an empty list because completion was requested in an invalid position.
Info 2567 [00:05:03.837] getCompletionData: Get current token: 0.0067639946937561035
Info 2568 [00:05:03.837] getCompletionData: Is inside comment: 0.001789003610610962
Info 2569 [00:05:03.837] getCompletionData: Get previous token: 0.015299007296562195
Info 2570 [00:05:03.837] getCompletionsAtPosition: isCompletionListBlocker: 0.009907007217407227
Info 2571 [00:05:03.837] Returning an empty list because completion was requested in an invalid position.
Info 2572 [00:05:03.858] getCompletionData: Get current token: 0.010776996612548828
Info 2573 [00:05:03.858] getCompletionData: Is inside comment: 0.001892000436782837
Info 2574 [00:05:03.858] getCompletionData: Get previous token: 0.016422003507614136
Info 2575 [00:05:03.858] getCompletionsAtPosition: isCompletionListBlocker: 0.008570998907089233
Info 2576 [00:05:03.858] Returning an empty list because completion was requested in an invalid position.
Info 2577 [00:05:03.880] getCompletionData: Get current token: 0.006597995758056641
Info 2578 [00:05:03.880] getCompletionData: Is inside comment: 0.0020579993724823
Info 2579 [00:05:03.880] getCompletionData: Get previous token: 0.0308540016412735
Info 2580 [00:05:03.881] getCompletionsAtPosition: isCompletionListBlocker: 0.009330004453659058
Info 2581 [00:05:03.881] Returning an empty list because completion was requested in an invalid position.
Info 2582 [00:05:04.137] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 2583 [00:05:04.140] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 263 structureChanged: false structureIsReused:: Completely Elapsed: 3.040367007255554ms
Info 2584 [00:05:04.140] Different program with same set of files
Info 2585 [00:05:04.140] getCompletionData: Get current token: 0.007013007998466492
Info 2586 [00:05:04.140] getCompletionData: Is inside comment: 0.0015929937362670898
Info 2587 [00:05:04.140] getCompletionData: Get previous token: 0.02054499089717865
Info 2588 [00:05:04.140] getCompletionsAtPosition: isCompletionListBlocker: 0.007721990346908569
Info 2589 [00:05:04.140] Returning an empty list because completion was requested in an invalid position.
Info 2590 [00:05:04.210] getCompletionData: Get current token: 0.006476998329162598
Info 2591 [00:05:04.210] getCompletionData: Is inside comment: 0.0015930086374282837
Info 2592 [00:05:04.210] getCompletionData: Get previous token: 0.016258999705314636
Info 2593 [00:05:04.210] getCompletionsAtPosition: isCompletionListBlocker: 0.007792994379997253
Info 2594 [00:05:04.210] Returning an empty list because completion was requested in an invalid position.
Info 2595 [00:05:04.212] getCompletionData: Get current token: 0.0064559876918792725
Info 2596 [00:05:04.212] getCompletionData: Is inside comment: 0.001488998532295227
Info 2597 [00:05:04.213] getCompletionData: Get previous token: 0.015138000249862671
Info 2598 [00:05:04.213] getCompletionsAtPosition: isCompletionListBlocker: 0.005655005574226379
Info 2599 [00:05:04.213] Returning an empty list because completion was requested in an invalid position.
Info 2600 [00:05:04.214] getCompletionData: Get current token: 0.0065310001373291016
Info 2601 [00:05:04.214] getCompletionData: Is inside comment: 0.0014650076627731323
Info 2602 [00:05:04.214] getCompletionData: Get previous token: 0.01522800326347351
Info 2603 [00:05:04.214] getCompletionsAtPosition: isCompletionListBlocker: 0.0046080052852630615
Info 2604 [00:05:04.214] Returning an empty list because completion was requested in an invalid position.
Info 2605 [00:05:05.405] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 2606 [00:05:05.408] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 264 structureChanged: false structureIsReused:: Completely Elapsed: 3.0552330017089844ms
Info 2607 [00:05:05.408] Different program with same set of files
Info 2608 [00:05:05.497] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 2609 [00:05:05.500] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 265 structureChanged: false structureIsReused:: Completely Elapsed: 2.9057189971208572ms
Info 2610 [00:05:05.500] Different program with same set of files
Info 2611 [00:05:06.176] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 2612 [00:05:06.180] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 266 structureChanged: false structureIsReused:: Completely Elapsed: 4.139692008495331ms
Info 2613 [00:05:06.180] Different program with same set of files
Info 2614 [00:05:06.180] getCompletionData: Get current token: 0.011288002133369446
Info 2615 [00:05:06.180] getCompletionData: Is inside comment: 0.002034991979598999
Info 2616 [00:05:06.180] getCompletionData: Get previous token: 0.03206999599933624
Info 2617 [00:05:06.180] getCompletionsAtPosition: isCompletionListBlocker: 0.008981987833976746
Info 2618 [00:05:06.180] Returning an empty list because completion was requested in an invalid position.
Info 2619 [00:05:06.259] getCompletionData: Get current token: 0.006494998931884766
Info 2620 [00:05:06.259] getCompletionData: Is inside comment: 0.0017700046300888062
Info 2621 [00:05:06.259] getCompletionData: Get previous token: 0.01597699522972107
Info 2622 [00:05:06.259] getCompletionsAtPosition: isCompletionListBlocker: 0.00985400378704071
Info 2623 [00:05:06.259] Returning an empty list because completion was requested in an invalid position.
Info 2624 [00:05:06.260] getCompletionData: Get current token: 0.010698005557060242
Info 2625 [00:05:06.260] getCompletionData: Is inside comment: 0.0019460022449493408
Info 2626 [00:05:06.260] getCompletionData: Get previous token: 0.025443002581596375
Info 2627 [00:05:06.260] getCompletionsAtPosition: isCompletionListBlocker: 0.010492011904716492
Info 2628 [00:05:06.260] Returning an empty list because completion was requested in an invalid position.
Info 2629 [00:05:06.282] getCompletionData: Get current token: 0.006702989339828491
Info 2630 [00:05:06.282] getCompletionData: Is inside comment: 0.0018390119075775146
Info 2631 [00:05:06.282] getCompletionData: Get previous token: 0.01594899594783783
Info 2632 [00:05:06.282] getCompletionsAtPosition: isCompletionListBlocker: 0.042229995131492615
Info 2633 [00:05:06.282] Returning an empty list because completion was requested in an invalid position.
Info 2634 [00:05:06.559] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 2635 [00:05:06.564] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 267 structureChanged: false structureIsReused:: Completely Elapsed: 4.242852002382278ms
Info 2636 [00:05:06.564] Different program with same set of files
Info 2637 [00:05:06.640] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 2638 [00:05:06.646] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 268 structureChanged: false structureIsReused:: Completely Elapsed: 6.034449994564056ms
Info 2639 [00:05:06.646] Different program with same set of files
Info 2640 [00:05:06.802] getCompletionData: Get current token: 0.007855996489524841
Info 2641 [00:05:06.802] getCompletionData: Is inside comment: 0.0020240098237991333
Info 2642 [00:05:06.802] getCompletionData: Get previous token: 0.02302698791027069
Info 2643 [00:05:06.802] getCompletionsAtPosition: isCompletionListBlocker: 0.008569002151489258
Info 2644 [00:05:06.802] Returning an empty list because completion was requested in an invalid position.
Info 2645 [00:05:06.816] getCompletionData: Get current token: 0.006889998912811279
Info 2646 [00:05:06.816] getCompletionData: Is inside comment: 0.002258002758026123
Info 2647 [00:05:06.816] getCompletionData: Get previous token: 0.01803499460220337
Info 2648 [00:05:06.816] getCompletionsAtPosition: isCompletionListBlocker: 0.01662600040435791
Info 2649 [00:05:06.816] Returning an empty list because completion was requested in an invalid position.
Info 2650 [00:05:06.839] getCompletionData: Get current token: 0.006628990173339844
Info 2651 [00:05:06.839] getCompletionData: Is inside comment: 0.001574009656906128
Info 2652 [00:05:06.839] getCompletionData: Get previous token: 0.015584990382194519
Info 2653 [00:05:06.839] getCompletionsAtPosition: isCompletionListBlocker: 0.00904400646686554
Info 2654 [00:05:06.839] Returning an empty list because completion was requested in an invalid position.
Info 2655 [00:05:06.840] getCompletionData: Get current token: 0.006644010543823242
Info 2656 [00:05:06.840] getCompletionData: Is inside comment: 0.0017179995775222778
Info 2657 [00:05:06.840] getCompletionData: Get previous token: 0.015441998839378357
Info 2658 [00:05:06.840] getCompletionsAtPosition: isCompletionListBlocker: 0.004200994968414307
Info 2659 [00:05:06.840] Returning an empty list because completion was requested in an invalid position.
Info 2660 [00:05:07.078] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 2661 [00:05:07.082] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 269 structureChanged: false structureIsReused:: Completely Elapsed: 3.344328999519348ms
Info 2662 [00:05:07.082] Different program with same set of files
Info 2663 [00:05:07.082] getCompletionData: Get current token: 0.007606998085975647
Info 2664 [00:05:07.082] getCompletionData: Is inside comment: 0.001699000597000122
Info 2665 [00:05:07.082] getCompletionData: Get previous token: 0.0552310049533844
Info 2666 [00:05:07.082] getCompletionsAtPosition: isCompletionListBlocker: 0.035321012139320374
Info 2667 [00:05:07.082] Returning an empty list because completion was requested in an invalid position.
Info 2668 [00:05:07.161] getCompletionData: Get current token: 0.011417999863624573
Info 2669 [00:05:07.161] getCompletionData: Is inside comment: 0.0021850019693374634
Info 2670 [00:05:07.162] getCompletionData: Get previous token: 0.025153011083602905
Info 2671 [00:05:07.162] getCompletionsAtPosition: isCompletionListBlocker: 0.010498002171516418
Info 2672 [00:05:07.162] Returning an empty list because completion was requested in an invalid position.
Info 2673 [00:05:07.162] getCompletionData: Get current token: 0.010213002562522888
Info 2674 [00:05:07.162] getCompletionData: Is inside comment: 0.0019349902868270874
Info 2675 [00:05:07.162] getCompletionData: Get previous token: 0.04904000461101532
Info 2676 [00:05:07.162] getCompletionsAtPosition: isCompletionListBlocker: 0.005108997225761414
Info 2677 [00:05:07.162] Returning an empty list because completion was requested in an invalid position.
Info 2678 [00:05:07.162] getCompletionData: Get current token: 0.01083199679851532
Info 2679 [00:05:07.162] getCompletionData: Is inside comment: 0.0018239915370941162
Info 2680 [00:05:07.162] getCompletionData: Get previous token: 0.024470999836921692
Info 2681 [00:05:07.162] getCompletionsAtPosition: isCompletionListBlocker: 0.004461005330085754
Info 2682 [00:05:07.162] Returning an empty list because completion was requested in an invalid position.
Info 2683 [00:05:07.162] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 2684 [00:05:07.167] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 270 structureChanged: false structureIsReused:: Completely Elapsed: 4.585237994790077ms
Info 2685 [00:05:07.167] Different program with same set of files
Info 2686 [00:05:07.316] getCompletionData: Get current token: 0.008185997605323792
Info 2687 [00:05:07.317] getCompletionData: Is inside comment: 0.002169996500015259
Info 2688 [00:05:07.317] getCompletionData: Get previous token: 0.02827000617980957
Info 2689 [00:05:07.317] getCompletionsAtPosition: isCompletionListBlocker: 0.009967997670173645
Info 2690 [00:05:07.317] Returning an empty list because completion was requested in an invalid position.
Info 2691 [00:05:07.326] getCompletionData: Get current token: 0.0066519975662231445
Info 2692 [00:05:07.326] getCompletionData: Is inside comment: 0.0018080025911331177
Info 2693 [00:05:07.326] getCompletionData: Get previous token: 0.012717992067337036
Info 2694 [00:05:07.326] getCompletionsAtPosition: isCompletionListBlocker: 0.009796008467674255
Info 2695 [00:05:07.326] Returning an empty list because completion was requested in an invalid position.
Info 2696 [00:05:07.326] getCompletionData: Get current token: 0.006353005766868591
Info 2697 [00:05:07.326] getCompletionData: Is inside comment: 0.0012130141258239746
Info 2698 [00:05:07.326] getCompletionData: Get previous token: 0.010505005717277527
Info 2699 [00:05:07.326] getCompletionsAtPosition: isCompletionListBlocker: 0.003662005066871643
Info 2700 [00:05:07.326] Returning an empty list because completion was requested in an invalid position.
Info 2701 [00:05:07.326] getCompletionData: Get current token: 0.006136000156402588
Info 2702 [00:05:07.326] getCompletionData: Is inside comment: 0.0011480003595352173
